date,month,year,region,indicator,data_value,measurement,units,ocean_coastal
2010-04-15,Apr,2010,Wellington,Near surface concentration of chlorophyll a chl a,0.1465002,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2010-05-16,May,2010,Wellington,Near surface concentration of chlorophyll a chl a,0.08678788,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2010-06-15,Jun,2010,Wellington,Near surface concentration of chlorophyll a chl a,0.06711227,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2010-07-16,Jul,2010,Wellington,Near surface concentration of chlorophyll a chl a,0.10298754,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2010-08-16,Aug,2010,Wellington,Near surface concentration of chlorophyll a chl a,0.12126836,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2010-09-15,Sep,2010,Wellington,Near surface concentration of chlorophyll a chl a,0.040468365,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2010-10-16,Oct,2010,Wellington,Near surface concentration of chlorophyll a chl a,0.11389327,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2010-11-15,Nov,2010,Wellington,Near surface concentration of chlorophyll a chl a,-0.021909624,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2010-12-16,Dec,2010,Wellington,Near surface concentration of chlorophyll a chl a,-0.0711312,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2011-01-16,Jan,2011,Wellington,Near surface concentration of chlorophyll a chl a,-0.022264153,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2011-02-15,Feb,2011,Wellington,Near surface concentration of chlorophyll a chl a,0.029593468,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2011-03-16,Mar,2011,Wellington,Near surface concentration of chlorophyll a chl a,-0.008697033,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2011-04-15,Apr,2011,Wellington,Near surface concentration of chlorophyll a chl a,0.044977427,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2011-05-16,May,2011,Wellington,Near surface concentration of chlorophyll a chl a,0.23446572,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2011-06-15,Jun,2011,Wellington,Near surface concentration of chlorophyll a chl a,0.30526766,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2011-07-16,Jul,2011,Wellington,Near surface concentration of chlorophyll a chl a,0.14614192,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2011-08-16,Aug,2011,Wellington,Near surface concentration of chlorophyll a chl a,0.049969226,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2011-09-15,Sep,2011,Wellington,Near surface concentration of chlorophyll a chl a,-0.009382367,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2011-10-16,Oct,2011,Wellington,Near surface concentration of chlorophyll a chl a,0.07773098,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2011-11-15,Nov,2011,Wellington,Near surface concentration of chlorophyll a chl a,-0.03715986,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2011-12-16,Dec,2011,Wellington,Near surface concentration of chlorophyll a chl a,0.011354744,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2012-01-16,Jan,2012,Wellington,Near surface concentration of chlorophyll a chl a,0.009754717,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2012-02-15,Feb,2012,Wellington,Near surface concentration of chlorophyll a chl a,-0.028258026,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2012-03-16,Mar,2012,Wellington,Near surface concentration of chlorophyll a chl a,0.06486145,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2012-04-15,Apr,2012,Wellington,Near surface concentration of chlorophyll a chl a,0.074073076,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2012-05-16,May,2012,Wellington,Near surface concentration of chlorophyll a chl a,1.78725e-4,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2012-06-15,Jun,2012,Wellington,Near surface concentration of chlorophyll a chl a,7.71046e-4,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2012-07-16,Jul,2012,Wellington,Near surface concentration of chlorophyll a chl a,-0.017347053,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2012-08-16,Aug,2012,Wellington,Near surface concentration of chlorophyll a chl a,0.057224438,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2012-09-16,Sep,2012,Wellington,Near surface concentration of chlorophyll a chl a,-0.010353953,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2012-10-16,Oct,2012,Wellington,Near surface concentration of chlorophyll a chl a,-0.08771984,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2012-11-16,Nov,2012,Wellington,Near surface concentration of chlorophyll a chl a,-0.015387416,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2012-12-16,Dec,2012,Wellington,Near surface concentration of chlorophyll a chl a,-0.06199366,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2013-01-16,Jan,2013,Wellington,Near surface concentration of chlorophyll a chl a,0.002926618,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2013-02-15,Feb,2013,Wellington,Near surface concentration of chlorophyll a chl a,-0.075971454,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2013-03-16,Mar,2013,Wellington,Near surface concentration of chlorophyll a chl a,-0.048055485,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2013-04-15,Apr,2013,Wellington,Near surface concentration of chlorophyll a chl a,-0.030725807,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2013-05-16,May,2013,Wellington,Near surface concentration of chlorophyll a chl a,-0.031498373,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2013-06-15,Jun,2013,Wellington,Near surface concentration of chlorophyll a chl a,0.00514704,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2013-07-16,Jul,2013,Wellington,Near surface concentration of chlorophyll a chl a,-0.009304479,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2013-08-16,Aug,2013,Wellington,Near surface concentration of chlorophyll a chl a,0.037065834,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2013-09-15,Sep,2013,Wellington,Near surface concentration of chlorophyll a chl a,-0.09270182,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2013-10-16,Oct,2013,Wellington,Near surface concentration of chlorophyll a chl a,-0.046508074,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2013-11-15,Nov,2013,Wellington,Near surface concentration of chlorophyll a chl a,-0.04475817,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2013-12-16,Dec,2013,Wellington,Near surface concentration of chlorophyll a chl a,-0.10103613,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2014-01-16,Jan,2014,Wellington,Near surface concentration of chlorophyll a chl a,-0.023063034,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2014-02-15,Feb,2014,Wellington,Near surface concentration of chlorophyll a chl a,-0.08273268,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2014-03-16,Mar,2014,Wellington,Near surface concentration of chlorophyll a chl a,0.058491915,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2014-04-15,Apr,2014,Wellington,Near surface concentration of chlorophyll a chl a,0.10682756,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2014-05-16,May,2014,Wellington,Near surface concentration of chlorophyll a chl a,0.021317929,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2014-06-15,Jun,2014,Wellington,Near surface concentration of chlorophyll a chl a,0.011154726,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2014-07-16,Jul,2014,Wellington,Near surface concentration of chlorophyll a chl a,-0.035497412,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2014-08-16,Aug,2014,Wellington,Near surface concentration of chlorophyll a chl a,-0.013379604,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2014-09-15,Sep,2014,Wellington,Near surface concentration of chlorophyll a chl a,0.037466973,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2014-10-16,Oct,2014,Wellington,Near surface concentration of chlorophyll a chl a,0.007844687,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2014-11-15,Nov,2014,Wellington,Near surface concentration of chlorophyll a chl a,2.69234e-4,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2014-12-16,Dec,2014,Wellington,Near surface concentration of chlorophyll a chl a,0.06250176,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2015-01-16,Jan,2015,Wellington,Near surface concentration of chlorophyll a chl a,-0.06274876,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2015-02-15,Feb,2015,Wellington,Near surface concentration of chlorophyll a chl a,-0.06554422,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2015-03-16,Mar,2015,Wellington,Near surface concentration of chlorophyll a chl a,-0.021283,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2015-04-15,Apr,2015,Wellington,Near surface concentration of chlorophyll a chl a,-0.11729288,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2015-05-16,May,2015,Wellington,Near surface concentration of chlorophyll a chl a,-0.048871636,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2015-06-15,Jun,2015,Wellington,Near surface concentration of chlorophyll a chl a,-0.07462099,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2015-07-16,Jul,2015,Wellington,Near surface concentration of chlorophyll a chl a,-0.023363337,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2015-08-16,Aug,2015,Wellington,Near surface concentration of chlorophyll a chl a,-0.017479092,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2015-09-15,Sep,2015,Wellington,Near surface concentration of chlorophyll a chl a,-0.05230698,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2015-10-16,Oct,2015,Wellington,Near surface concentration of chlorophyll a chl a,0.13583153,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2015-11-15,Nov,2015,Wellington,Near surface concentration of chlorophyll a chl a,0.02639687,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2015-12-16,Dec,2015,Wellington,Near surface concentration of chlorophyll a chl a,-0.010189831,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2016-01-16,Jan,2016,Wellington,Near surface concentration of chlorophyll a chl a,0.03780657,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2016-02-15,Feb,2016,Wellington,Near surface concentration of chlorophyll a chl a,-0.06161709,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2016-03-16,Mar,2016,Wellington,Near surface concentration of chlorophyll a chl a,-0.027697295,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2016-04-15,Apr,2016,Wellington,Near surface concentration of chlorophyll a chl a,-0.10681169,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2016-05-16,May,2016,Wellington,Near surface concentration of chlorophyll a chl a,-0.07284713,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2016-06-15,Jun,2016,Wellington,Near surface concentration of chlorophyll a chl a,-0.056585252,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2016-07-16,Jul,2016,Wellington,Near surface concentration of chlorophyll a chl a,-0.059370592,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2016-08-16,Aug,2016,Wellington,Near surface concentration of chlorophyll a chl a,-0.059720755,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2016-09-16,Sep,2016,Wellington,Near surface concentration of chlorophyll a chl a,-0.031226039,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2016-10-16,Oct,2016,Wellington,Near surface concentration of chlorophyll a chl a,-0.102766246,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2016-11-16,Nov,2016,Wellington,Near surface concentration of chlorophyll a chl a,-0.050477326,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2016-12-16,Dec,2016,Wellington,Near surface concentration of chlorophyll a chl a,-0.061112612,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2017-01-16,Jan,2017,Wellington,Near surface concentration of chlorophyll a chl a,-0.03418246,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2017-02-15,Feb,2017,Wellington,Near surface concentration of chlorophyll a chl a,0.001935512,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2017-03-16,Mar,2017,Wellington,Near surface concentration of chlorophyll a chl a,-0.076364785,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2017-04-15,Apr,2017,Wellington,Near surface concentration of chlorophyll a chl a,0.06663698,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2017-05-16,May,2017,Wellington,Near surface concentration of chlorophyll a chl a,-0.039069653,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2017-06-15,Jun,2017,Wellington,Near surface concentration of chlorophyll a chl a,-0.02134645,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2017-07-16,Jul,2017,Wellington,Near surface concentration of chlorophyll a chl a,-0.038205624,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2017-08-16,Aug,2017,Wellington,Near surface concentration of chlorophyll a chl a,-0.10849443,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2017-09-15,Sep,2017,Wellington,Near surface concentration of chlorophyll a chl a,0.033323884,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2017-10-16,Oct,2017,Wellington,Near surface concentration of chlorophyll a chl a,0.04208064,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2017-11-15,Nov,2017,Wellington,Near surface concentration of chlorophyll a chl a,-0.08034441,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2017-12-16,Dec,2017,Wellington,Near surface concentration of chlorophyll a chl a,-0.14349845,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2003-01-16,Jan,2003,West coast,Near surface concentration of chlorophyll a chl a,-0.13428915,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2003-02-15,Feb,2003,West coast,Near surface concentration of chlorophyll a chl a,0.31721205,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2003-03-16,Mar,2003,West coast,Near surface concentration of chlorophyll a chl a,0.0688045,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2003-04-15,Apr,2003,West coast,Near surface concentration of chlorophyll a chl a,-0.017401844,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2003-05-16,May,2003,West coast,Near surface concentration of chlorophyll a chl a,-0.04516971,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2003-06-15,Jun,2003,West coast,Near surface concentration of chlorophyll a chl a,0.06076604,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2003-07-16,Jul,2003,West coast,Near surface concentration of chlorophyll a chl a,-0.046160936,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2003-08-16,Aug,2003,West coast,Near surface concentration of chlorophyll a chl a,-0.182845,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2003-09-15,Sep,2003,West coast,Near surface concentration of chlorophyll a chl a,-0.06970513,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2003-10-16,Oct,2003,West coast,Near surface concentration of chlorophyll a chl a,-0.14106506,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2003-11-15,Nov,2003,West coast,Near surface concentration of chlorophyll a chl a,0.2244438,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2003-12-16,Dec,2003,West coast,Near surface concentration of chlorophyll a chl a,-0.076162726,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2004-01-16,Jan,2004,West coast,Near surface concentration of chlorophyll a chl a,0.09931767,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2004-02-15,Feb,2004,West coast,Near surface concentration of chlorophyll a chl a,0.3080734,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2004-03-16,Mar,2004,West coast,Near surface concentration of chlorophyll a chl a,0.23941821,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2004-04-15,Apr,2004,West coast,Near surface concentration of chlorophyll a chl a,0.030976534,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2004-05-16,May,2004,West coast,Near surface concentration of chlorophyll a chl a,-0.10959494,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2004-06-15,Jun,2004,West coast,Near surface concentration of chlorophyll a chl a,-0.102234006,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2004-07-16,Jul,2004,West coast,Near surface concentration of chlorophyll a chl a,-0.13119492,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2004-08-16,Aug,2004,West coast,Near surface concentration of chlorophyll a chl a,0.0025751,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2004-09-16,Sep,2004,West coast,Near surface concentration of chlorophyll a chl a,-0.045420587,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2004-10-16,Oct,2004,West coast,Near surface concentration of chlorophyll a chl a,-0.030107975,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2004-11-16,Nov,2004,West coast,Near surface concentration of chlorophyll a chl a,-0.11867839,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2004-12-16,Dec,2004,West coast,Near surface concentration of chlorophyll a chl a,0.4758805,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2005-01-16,Jan,2005,West coast,Near surface concentration of chlorophyll a chl a,-0.051900387,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2005-02-15,Feb,2005,West coast,Near surface concentration of chlorophyll a chl a,-0.09493169,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2005-03-16,Mar,2005,West coast,Near surface concentration of chlorophyll a chl a,0.217736,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2005-04-15,Apr,2005,West coast,Near surface concentration of chlorophyll a chl a,-0.1695672,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2005-05-16,May,2005,West coast,Near surface concentration of chlorophyll a chl a,-0.23327589,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2005-06-15,Jun,2005,West coast,Near surface concentration of chlorophyll a chl a,-0.29042095,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2005-07-16,Jul,2005,West coast,Near surface concentration of chlorophyll a chl a,-0.10348278,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2005-08-16,Aug,2005,West coast,Near surface concentration of chlorophyll a chl a,0.022158206,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2005-09-15,Sep,2005,West coast,Near surface concentration of chlorophyll a chl a,0.003129721,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2005-10-16,Oct,2005,West coast,Near surface concentration of chlorophyll a chl a,-0.22558111,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2005-11-15,Nov,2005,West coast,Near surface concentration of chlorophyll a chl a,-0.238006,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2005-12-16,Dec,2005,West coast,Near surface concentration of chlorophyll a chl a,-0.2582164,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2006-01-16,Jan,2006,West coast,Near surface concentration of chlorophyll a chl a,0.112755775,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2006-02-15,Feb,2006,West coast,Near surface concentration of chlorophyll a chl a,-0.11361447,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2006-03-16,Mar,2006,West coast,Near surface concentration of chlorophyll a chl a,-0.03370768,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2006-04-15,Apr,2006,West coast,Near surface concentration of chlorophyll a chl a,0.09526688,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2006-05-16,May,2006,West coast,Near surface concentration of chlorophyll a chl a,-0.23377413,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2006-06-15,Jun,2006,West coast,Near surface concentration of chlorophyll a chl a,-0.22580007,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2006-07-16,Jul,2006,West coast,Near surface concentration of chlorophyll a chl a,-0.17899603,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2006-08-16,Aug,2006,West coast,Near surface concentration of chlorophyll a chl a,-0.21505034,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2006-09-15,Sep,2006,West coast,Near surface concentration of chlorophyll a chl a,0.004300118,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2006-10-16,Oct,2006,West coast,Near surface concentration of chlorophyll a chl a,-0.074670434,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2006-11-15,Nov,2006,West coast,Near surface concentration of chlorophyll a chl a,0.17913371,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2006-12-16,Dec,2006,West coast,Near surface concentration of chlorophyll a chl a,0.07413018,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2007-01-16,Jan,2007,West coast,Near surface concentration of chlorophyll a chl a,-0.005356967,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2007-02-15,Feb,2007,West coast,Near surface concentration of chlorophyll a chl a,-0.035930276,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2007-03-16,Mar,2007,West coast,Near surface concentration of chlorophyll a chl a,0.053352118,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2007-04-15,Apr,2007,West coast,Near surface concentration of chlorophyll a chl a,0.016586602,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2007-05-16,May,2007,West coast,Near surface concentration of chlorophyll a chl a,-0.06957281,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2007-06-15,Jun,2007,West coast,Near surface concentration of chlorophyll a chl a,-0.35771638,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2007-07-16,Jul,2007,West coast,Near surface concentration of chlorophyll a chl a,-0.19259709,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2007-08-16,Aug,2007,West coast,Near surface concentration of chlorophyll a chl a,0.07074058,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2007-09-15,Sep,2007,West coast,Near surface concentration of chlorophyll a chl a,0.00286746,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2007-10-16,Oct,2007,West coast,Near surface concentration of chlorophyll a chl a,-0.06559324,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2007-11-15,Nov,2007,West coast,Near surface concentration of chlorophyll a chl a,-0.05949068,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2007-12-16,Dec,2007,West coast,Near surface concentration of chlorophyll a chl a,-0.10379693,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2008-01-16,Jan,2008,West coast,Near surface concentration of chlorophyll a chl a,-0.08592862,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2008-02-15,Feb,2008,West coast,Near surface concentration of chlorophyll a chl a,-0.13655478,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2008-03-16,Mar,2008,West coast,Near surface concentration of chlorophyll a chl a,-0.1889689,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2008-04-15,Apr,2008,West coast,Near surface concentration of chlorophyll a chl a,-0.27208778,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2008-05-16,May,2008,West coast,Near surface concentration of chlorophyll a chl a,-0.3018754,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2008-06-15,Jun,2008,West coast,Near surface concentration of chlorophyll a chl a,-0.27287447,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2008-07-16,Jul,2008,West coast,Near surface concentration of chlorophyll a chl a,-0.14067924,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2008-08-16,Aug,2008,West coast,Near surface concentration of chlorophyll a chl a,-0.060347974,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2008-09-16,Sep,2008,West coast,Near surface concentration of chlorophyll a chl a,0.05899459,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2008-10-16,Oct,2008,West coast,Near surface concentration of chlorophyll a chl a,0.2179426,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2008-11-16,Nov,2008,West coast,Near surface concentration of chlorophyll a chl a,0.15157247,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2008-12-16,Dec,2008,West coast,Near surface concentration of chlorophyll a chl a,0.1201601,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2009-01-16,Jan,2009,West coast,Near surface concentration of chlorophyll a chl a,-0.08993924,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2009-02-15,Feb,2009,West coast,Near surface concentration of chlorophyll a chl a,-0.022882879,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2009-03-16,Mar,2009,West coast,Near surface concentration of chlorophyll a chl a,0.05775869,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2009-04-15,Apr,2009,West coast,Near surface concentration of chlorophyll a chl a,0.032232523,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2009-05-16,May,2009,West coast,Near surface concentration of chlorophyll a chl a,0.049402177,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2009-06-15,Jun,2009,West coast,Near surface concentration of chlorophyll a chl a,-0.16963571,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2009-07-16,Jul,2009,West coast,Near surface concentration of chlorophyll a chl a,-0.1984826,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2009-08-16,Aug,2009,West coast,Near surface concentration of chlorophyll a chl a,0.15488845,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2009-09-15,Sep,2009,West coast,Near surface concentration of chlorophyll a chl a,-0.051182985,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2009-10-16,Oct,2009,West coast,Near surface concentration of chlorophyll a chl a,-0.2958273,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2009-11-15,Nov,2009,West coast,Near surface concentration of chlorophyll a chl a,0.07835531,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2009-12-16,Dec,2009,West coast,Near surface concentration of chlorophyll a chl a,0.09710854,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2010-01-16,Jan,2010,West coast,Near surface concentration of chlorophyll a chl a,0.12663788,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2010-02-15,Feb,2010,West coast,Near surface concentration of chlorophyll a chl a,-0.06270775,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2010-03-16,Mar,2010,West coast,Near surface concentration of chlorophyll a chl a,0.034039766,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2010-04-15,Apr,2010,West coast,Near surface concentration of chlorophyll a chl a,0.14833611,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2010-05-16,May,2010,West coast,Near surface concentration of chlorophyll a chl a,0.27378258,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2010-06-15,Jun,2010,West coast,Near surface concentration of chlorophyll a chl a,0.23068565,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2010-07-16,Jul,2010,West coast,Near surface concentration of chlorophyll a chl a,0.38382548,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2010-08-16,Aug,2010,West coast,Near surface concentration of chlorophyll a chl a,0.09309876,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2010-09-15,Sep,2010,West coast,Near surface concentration of chlorophyll a chl a,-0.046329916,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2010-10-16,Oct,2010,West coast,Near surface concentration of chlorophyll a chl a,0.20754999,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2010-11-15,Nov,2010,West coast,Near surface concentration of chlorophyll a chl a,-0.2726028,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2010-12-16,Dec,2010,West coast,Near surface concentration of chlorophyll a chl a,-0.094785154,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2011-01-16,Jan,2011,West coast,Near surface concentration of chlorophyll a chl a,-0.039435416,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
2011-02-15,Feb,2011,West coast,Near surface concentration of chlorophyll a chl a,0.14853293,Anomaly,Milligrams/cubic M (mg m⁻³),Coast
